GBPUSD,-175.29,-131.11,-119.81,97.39,1.25,Nov23,🔥💚 4H : BUY (AGAINST TREND)
EURUSD,-227.23,-137.81,-117.66,55.69,1.04,Nov23,🔥💚 4H : BUY (AGAINST TREND)
GBPUSD,-175.89,-131.77,-122.54,60.03,1.25,Nov23,🔥💚 4H : BUY (AGAINST TREND)
EURUSD,-227.18,-137.76,-117.31,58.35,1.04,Nov23,🔥💚 4H : BUY (AGAINST TREND)
GBPUSD,-175.88,-131.76,-122.50,60.44,1.25,Nov23,🔥💚 4H : BUY (AGAINST TREND)
EURUSD,-226.93,-137.48,-117.38,58.58,1.04,Nov23,🔥💚 4H : BUY (AGAINST TREND)
GBPUSD,-175.10,-130.90,-120.11,84.52,1.25,Nov23,🔥💚 4H : BUY (AGAINST TREND)
EURUSD,-227.38,-137.98,-118.82,46.74,1.04,Nov23,🔥💚 4H : BUY (AGAINST TREND)
GBPUSD,-175.74,-131.60,-122.24,61.14,1.25,Nov23,🔥💚 4H : BUY (AGAINST TREND)
EURUSD,-227.33,-137.92,-118.68,52.39,1.04,Nov23,🔥💚 4H : BUY (AGAINST TREND)
GBPUSD,-175.93,-131.81,-122.95,22.83,1.25,Nov23,🔥💚 4H : BUY (AGAINST TREND)
EURUSD,-227.18,-137.76,-118.50,58.67,1.04,Nov23,🔥💚 4H : BUY (AGAINST TREND)
GBPUSD,-175.78,-131.64,-122.80,29.21,1.25,Nov23,🔥💚 4H : BUY (AGAINST TREND)
EURUSD,-227.25,-137.84,-118.47,60.23,1.04,Nov23,🔥💚 4H : BUY (AGAINST TREND)
GBPUSD,-175.78,-131.64,-122.54,36.38,1.25,Nov23,🔥💚 4H : BUY (AGAINST TREND)
EURUSD,-227.45,-138.06,-119.41,39.64,1.04,Nov23,🔥💚 4H : BUY (AGAINST TREND)
GBPUSD,-176.00,-131.89,-123.69,9.82,1.25,Nov23,🔥💚 4H : BUY (AGAINST TREND)
EURUSD,-227.23,-137.84,-118.92,47.05,1.04,Nov23,🔥💚 4H : BUY (AGAINST TREND)
GBPUSD,-175.86,-131.73,-123.54,11.61,1.25,Nov23,🔥💚 4H : BUY (AGAINST TREND)
EURUSD,-227.57,-138.19,-119.65,41.58,1.04,Nov23,🔥💚 4H : BUY (AGAINST TREND)
GBPUSD,-175.69,-131.55,-123.43,20.98,1.25,Nov23,🔥💚 4H : BUY (AGAINST TREND)
EURUSD,-227.66,-138.29,-120.07,31.77,1.04,Nov23,🔥💚 4H : BUY (AGAINST TREND)
GBPUSD,-175.62,-131.47,-123.02,49.27,1.25,Nov23,🔥💚 4H : BUY (AGAINST TREND)
EURUSD,-228.11,-138.79,-122.99,2.48,1.04,Nov23,🔥💚 4H : BUY (AGAINST TREND)
GBPUSD,-175.84,-131.71,-123.62,31.73,1.25,Nov23,🔥💚 4H : BUY (AGAINST TREND)
EURUSD,-228.03,-138.71,-122.71,5.33,1.04,Nov23,🔥💚 4H : BUY (AGAINST TREND)
GBPUSD,-175.62,-131.47,-122.95,39.48,1.25,Nov23,🔥💚 4H : BUY (AGAINST TREND)
EURUSD,-228.28,-138.98,-123.13,-12.72,1.04,Nov23,🔥💚 4H : BUY (AGAINST TREND)
GBPUSD,-175.85,-131.72,-123.62,23.80,1.25,Nov23,🔥💚 4H : BUY (AGAINST TREND)
EURUSD,-228.01,-138.68,-123.09,-10.95,1.04,Nov23,🔥💚 4H : BUY (AGAINST TREND)
GBPUSD,-175.91,-131.79,-123.84,26.55,1.25,Nov23,🔥💚 4H : BUY (AGAINST TREND)
EURUSD,-227.83,-138.48,-122.26,1.23,1.04,Nov23,🔥💚 4H : BUY (AGAINST TREND)
GBPUSD,-175.62,-131.47,-122.95,36.53,1.25,Nov23,🔥💚 4H : BUY (AGAINST TREND)
EURUSD,-228.06,-138.73,-122.78,-2.98,1.04,Nov23,🔥💚 4H : BUY (AGAINST TREND)
GBPUSD,-175.88,-131.76,-123.69,12.72,1.25,Nov23,🔥💚 4H : BUY (AGAINST TREND)
EURUSD,-227.99,-138.66,-122.50,-4.81,1.04,Nov23,🔥💚 4H : BUY (AGAINST TREND)
GBPUSD,-175.84,-131.71,-123.62,8.11,1.25,Nov23,🔥💚 4H : BUY (AGAINST TREND)
EURUSD,-228.35,-139.05,-123.68,-15.27,1.04,Nov23,🔥💚 4H : BUY (AGAINST TREND)
GBPUSD,-176.21,-132.12,-125.10,-14.49,1.25,Nov23,🔥💚 4H : BUY (AGAINST TREND)
EURUSD,-228.18,-138.87,-123.37,-15.32,1.04,Nov23,🔥💚 4H : BUY (AGAINST TREND)
GBPUSD,-176.02,-131.92,-124.55,-0.88,1.25,Nov23,🔥💚 4H : BUY (AGAINST TREND)
EURUSD,-228.26,-138.96,-123.71,-18.97,1.04,Nov23,🔥💚 4H : BUY (AGAINST TREND)
GBPUSD,-176.09,-131.99,-124.92,-6.24,1.25,Nov23,🔥💚 4H : BUY (AGAINST TREND)
EURUSD,-227.69,-138.33,-121.91,12.11,1.04,Nov23,🔥💚 4H : BUY (AGAINST TREND)
GBPUSD,-175.76,-131.63,-123.51,19.96,1.25,Nov23,🔥💚 4H : BUY (AGAINST TREND)
EURUSD,-227.53,-138.15,-121.57,44.68,1.04,Nov23,🔥💚 4H : BUY (AGAINST TREND)
GBPUSD,-175.73,-131.59,-123.43,52.21,1.25,Nov23,🔥💚 4H : BUY (AGAINST TREND)
EURUSD,-227.45,-138.06,-121.43,46.41,1.04,Nov23,🔥💚 4H : BUY (AGAINST TREND)
GBPUSD,-175.81,-131.68,-123.73,41.46,1.25,Nov23,🔥💚 4H : BUY (AGAINST TREND)
EURUSD,-227.38,-137.98,-121.15,53.32,1.04,Nov23,🔥💚 4H : BUY (AGAINST TREND)
GBPUSD,-175.65,-131.50,-123.21,57.87,1.25,Nov23,🔥💚 4H : BUY (AGAINST TREND)
EURUSD,-227.45,-138.06,-121.50,47.76,1.04,Nov23,🔥💚 4H : BUY (AGAINST TREND)
GBPUSD,-175.66,-131.51,-123.21,57.87,1.25,Nov23,🔥💚 4H : BUY (AGAINST TREND)
EURUSD,-227.76,-138.40,-122.12,34.15,1.04,Nov23,🔥💚 4H : BUY (AGAINST TREND)
GBPUSD,-175.74,-131.60,-123.51,52.48,1.25,Nov23,🔥💚 4H : BUY (AGAINST TREND)
EURUSD,-227.64,-138.27,-121.91,27.78,1.04,Nov23,🔥💚 4H : BUY (AGAINST TREND)
GBPUSD,-175.41,-131.24,-122.50,78.53,1.25,Nov23,🔥💚 4H : BUY (AGAINST TREND)
EURUSD,-227.66,-138.29,-121.91,28.49,1.04,Nov23,🔥💚 4H : BUY (AGAINST TREND)
GBPUSD,-175.48,-131.32,-122.69,85.13,1.25,Nov23,🔥💚 4H : BUY (AGAINST TREND)
EURUSD,-227.45,-138.06,-121.36,34.16,1.04,Nov23,🔥💚 4H : BUY (AGAINST TREND)
GBPUSD,-175.08,-130.87,-121.42,106.48,1.25,Nov23,🔥💚 4H : BUY (AGAINST TREND)
EURUSD,-227.39,-137.99,-121.15,42.48,1.04,Nov23,🔥💚 4H : BUY (AGAINST TREND)
GBPUSD,-175.25,-131.06,-121.79,103.32,1.25,Nov23,🔥💚 4H : BUY (AGAINST TREND)
EURUSD,-227.28,-137.87,-120.80,49.66,1.04,Nov23,🔥💚 4H : BUY (AGAINST TREND)
GBPUSD,-175.20,-131.00,-121.75,103.32,1.25,Nov23,🔥💚 4H : BUY (AGAINST TREND)
EURUSD,-227.27,-137.85,-120.80,51.64,1.04,Nov23,🔥💚 4H : BUY (AGAINST TREND)
GBPUSD,-175.08,-130.87,-121.49,114.43,1.25,Nov23,🔥💚 4H : BUY (AGAINST TREND)
EURUSD,-227.13,-137.70,-120.49,62.54,1.04,Nov23,🔥💚 4H : BUY (AGAINST TREND)
GBPUSD,-175.08,-130.87,-121.42,128.36,1.25,Nov23,🔥💚 4H : BUY (AGAINST TREND)
EURUSD,-227.38,-137.98,-121.43,39.15,1.04,Nov23,🔥💚 4H : BUY (AGAINST TREND)
GBPUSD,-175.32,-131.13,-122.09,106.18,1.25,Nov23,🔥💚 4H : BUY (AGAINST TREND)
EURUSD,-227.57,-138.20,-121.67,31.86,1.04,Nov23,🔥💚 4H : BUY (AGAINST TREND)
GBPUSD,-175.41,-131.24,-122.46,93.54,1.25,Nov23,🔥💚 4H : BUY (AGAINST TREND)
EURUSD,-227.40,-138.01,-121.22,28.33,1.04,Nov23,🔥💚 4H : BUY (AGAINST TREND)
GBPUSD,-175.38,-131.20,-122.46,80.85,1.25,Nov23,🔥💚 4H : BUY (AGAINST TREND)
EURUSD,-227.42,-138.02,-121.32,21.23,1.04,Nov23,🔥💚 4H : BUY (AGAINST TREND)
GBPUSD,-175.29,-131.11,-122.09,80.85,1.25,Nov23,🔥💚 4H : BUY (AGAINST TREND)
EURUSD,-227.05,-137.62,-119.69,80.14,1.04,Nov23,🔥💚 4H : BUY (AGAINST TREND)
GBPUSD,-175.06,-130.85,-121.42,106.25,1.25,Nov23,🔥💚 4H : BUY (AGAINST TREND)
EURUSD,-227.08,-137.64,-120.31,69.16,1.04,Nov23,🔥💚 4H : BUY (AGAINST TREND)
GBPUSD,-175.25,-131.06,-121.94,96.50,1.25,Nov23,🔥💚 4H : BUY (AGAINST TREND)
EURUSD,-227.08,-137.64,-120.31,69.16,1.04,Nov23,🔥💚 4H : BUY (AGAINST TREND)
GBPUSD,-175.25,-131.06,-121.94,96.50,1.25,Nov23,🔥💚 4H : BUY (AGAINST TREND)
EURUSD,-227.08,-137.64,-120.31,69.16,1.04,Nov23,🔥💚 4H : BUY (AGAINST TREND)
GBPUSD,-175.25,-131.06,-121.94,96.50,1.25,Nov23,🔥💚 4H : BUY (AGAINST TREND)
EURUSD,-227.08,-137.64,-120.31,69.16,1.04,Nov23,🔥💚 4H : BUY (AGAINST TREND)
GBPUSD,-175.25,-131.06,-121.94,96.50,1.25,Nov23,🔥💚 4H : BUY (AGAINST TREND)
EURUSD,-227.08,-137.64,-120.31,69.16,1.04,Nov23,🔥💚 4H : BUY (AGAINST TREND)
GBPUSD,-175.25,-131.06,-121.94,96.50,1.25,Nov23,🔥💚 4H : BUY (AGAINST TREND)
EURUSD,-227.08,-137.64,-120.31,69.16,1.04,Nov23,🔥💚 4H : BUY (AGAINST TREND)
GBPUSD,-175.25,-131.06,-121.94,96.50,1.25,Nov23,🔥💚 4H : BUY (AGAINST TREND)
EURUSD,-227.08,-137.64,-120.31,69.16,1.04,Nov23,🔥💚 4H : BUY (AGAINST TREND)
GBPUSD,-175.25,-131.06,-121.94,96.50,1.25,Nov23,🔥💚 4H : BUY (AGAINST TREND)
EURUSD,-227.08,-137.64,-120.31,69.16,1.04,Nov23,🔥💚 4H : BUY (AGAINST TREND)
GBPUSD,-175.25,-131.06,-121.94,96.50,1.25,Nov23,🔥💚 4H : BUY (AGAINST TREND)
EURUSD,-227.08,-137.64,-120.31,69.16,1.04,Nov23,🔥💚 4H : BUY (AGAINST TREND)
GBPUSD,-175.25,-131.06,-121.94,96.50,1.25,Nov23,🔥💚 4H : BUY (AGAINST TREND)
EURUSD,-227.08,-137.64,-120.31,69.16,1.04,Nov23,🔥💚 4H : BUY (AGAINST TREND)
GBPUSD,-175.25,-131.06,-121.94,96.50,1.25,Nov23,🔥💚 4H : BUY (AGAINST TREND)
EURUSD,-227.08,-137.64,-120.31,69.16,1.04,Nov23,🔥💚 4H : BUY (AGAINST TREND)
GBPUSD,-175.25,-131.06,-121.94,96.50,1.25,Nov23,🔥💚 4H : BUY (AGAINST TREND)
EURUSD,-227.08,-137.64,-120.31,69.16,1.04,Nov23,🔥💚 4H : BUY (AGAINST TREND)
GBPUSD,-175.25,-131.06,-121.94,96.50,1.25,Nov23,🔥💚 4H : BUY (AGAINST TREND)
EURUSD,-227.08,-137.64,-120.31,69.16,1.04,Nov23,🔥💚 4H : BUY (AGAINST TREND)
GBPUSD,-175.25,-131.06,-121.94,96.50,1.25,Nov23,🔥💚 4H : BUY (AGAINST TREND)
EURUSD,-227.08,-137.64,-120.31,69.16,1.04,Nov23,🔥💚 4H : BUY (AGAINST TREND)
GBPUSD,-175.25,-131.06,-121.94,96.50,1.25,Nov23,🔥💚 4H : BUY (AGAINST TREND)
EURUSD,-227.08,-137.64,-120.31,69.16,1.04,Nov23,🔥💚 4H : BUY (AGAINST TREND)
GBPUSD,-175.25,-131.06,-121.94,96.50,1.25,Nov23,🔥💚 4H : BUY (AGAINST TREND)
EURUSD,-227.08,-137.64,-120.31,69.16,1.04,Nov23,🔥💚 4H : BUY (AGAINST TREND)
GBPUSD,-175.25,-131.06,-121.94,96.50,1.25,Nov23,🔥💚 4H : BUY (AGAINST TREND)
EURUSD,-227.08,-137.64,-120.31,69.16,1.04,Nov23,🔥💚 4H : BUY (AGAINST TREND)
GBPUSD,-175.25,-131.06,-121.94,96.50,1.25,Nov23,🔥💚 4H : BUY (AGAINST TREND)
EURUSD,-227.08,-137.64,-120.31,69.16,1.04,Nov23,🔥💚 4H : BUY (AGAINST TREND)
GBPUSD,-175.25,-131.06,-121.94,96.50,1.25,Nov23,🔥💚 4H : BUY (AGAINST TREND)
EURUSD,-227.08,-137.64,-120.31,69.16,1.04,Nov23,🔥💚 4H : BUY (AGAINST TREND)
GBPUSD,-175.25,-131.06,-121.94,96.50,1.25,Nov23,🔥💚 4H : BUY (AGAINST TREND)
EURUSD,-227.08,-137.64,-120.31,69.16,1.04,Nov23,🔥💚 4H : BUY (AGAINST TREND)
GBPUSD,-175.25,-131.06,-121.94,96.50,1.25,Nov23,🔥💚 4H : BUY (AGAINST TREND)
EURUSD,-227.08,-137.64,-120.31,69.16,1.04,Nov23,🔥💚 4H : BUY (AGAINST TREND)
GBPUSD,-175.25,-131.06,-121.94,96.50,1.25,Nov23,🔥💚 4H : BUY (AGAINST TREND)
EURUSD,-227.08,-137.64,-120.31,69.16,1.04,Nov23,🔥💚 4H : BUY (AGAINST TREND)
GBPUSD,-175.25,-131.06,-121.94,96.50,1.25,Nov23,🔥💚 4H : BUY (AGAINST TREND)
EURUSD,-227.08,-137.64,-120.31,69.16,1.04,Nov23,🔥💚 4H : BUY (AGAINST TREND)
GBPUSD,-175.25,-131.06,-121.94,96.50,1.25,Nov23,🔥💚 4H : BUY (AGAINST TREND)
EURUSD,-227.08,-137.64,-120.31,69.16,1.04,Nov23,🔥💚 4H : BUY (AGAINST TREND)
GBPUSD,-175.25,-131.06,-121.94,96.50,1.25,Nov23,🔥💚 4H : BUY (AGAINST TREND)
EURUSD,-227.08,-137.64,-120.31,69.16,1.04,Nov23,🔥💚 4H : BUY (AGAINST TREND)
GBPUSD,-175.25,-131.06,-121.94,96.50,1.25,Nov23,🔥💚 4H : BUY (AGAINST TREND)
EURUSD,-227.08,-137.64,-120.31,69.16,1.04,Nov23,🔥💚 4H : BUY (AGAINST TREND)
GBPUSD,-175.25,-131.06,-121.94,96.50,1.25,Nov23,🔥💚 4H : BUY (AGAINST TREND)
EURUSD,-227.08,-137.64,-120.31,69.16,1.04,Nov23,🔥💚 4H : BUY (AGAINST TREND)
GBPUSD,-175.25,-131.06,-121.94,96.50,1.25,Nov23,🔥💚 4H : BUY (AGAINST TREND)
EURUSD,-227.08,-137.64,-120.31,69.16,1.04,Nov23,🔥💚 4H : BUY (AGAINST TREND)
GBPUSD,-175.25,-131.06,-121.94,96.50,1.25,Nov23,🔥💚 4H : BUY (AGAINST TREND)
